kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8043638,K00460.01,Kepler-559 b,CONFIRMED,CANDIDATE,1,0,0,0,0,17.58751692,2.11E-05,-2.11E-05,176.077382,9.13E-04,-9.13E-04,0.106,0.291,-0.106,4.3773,0.0358,-0.0358,1.38E+03,1.40E+01,-1.40E+01,4.03,6.80E-01,-6.80E-01,706,,,58.6,26.22,-20.18,109.4,2,1,q1_q17_dr25_tce,5433,81,-73,4.302,0.159,-0.116,1.107,0.186,-0.186,296.63684,43.802792,14.743
7269493,K01961.01,Kepler-1027 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.907810683,3.17E-06,-3.17E-06,131.63784,1.41E-03,-1.41E-03,0.41,0.037,-0.41,1.8707,0.0447,-0.0447,1.21E+02,3.50E+00,-3.50E+00,0.91,9.00E-02,-4.00E-02,1268,,,609.28,188.3,-95.41,40.9,2,1,q1_q17_dr25_tce,5435,97,-119,4.578,0.01,-0.095,0.824,0.086,-0.033,287.57117,42.813919,12.852
8950568,K02038.01,Kepler-85 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.30537702,3.94E-05,-3.94E-05,139.7437,4.40E-03,-4.40E-03,0.489,0.634,-0.489,3.751,0.601,-0.601,3.66E+02,2.66E+01,-2.66E+01,1.69,1.80E-01,-1.30E-01,809,,,101.43,32.2,-21.9,28.5,4,1,q1_q17_dr25_tce,5435,109,-109,4.495,0.063,-0.077,0.873,0.09,-0.068,290.97342,45.290321,14.779
8950568,K02038.02,Kepler-85 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.51353325,6.15E-05,-6.15E-05,139.42461,4.07E-03,-4.07E-03,0.596,0.035,-0.47,4.301,0.157,-0.157,4.31E+02,1.64E+01,-1.64E+01,1.88,1.90E-01,-1.50E-01,706,,,58.69,18.63,-12.67,30,4,2,q1_q17_dr25_tce,5435,109,-109,4.495,0.063,-0.077,0.873,0.09,-0.068,290.97342,45.290321,14.779
8950568,K02038.03,Kepler-85 d,CONFIRMED,CANDIDATE,0.889,0,0,0,0,17.9134215,2.15E-04,-2.15E-04,135.52921,9.27E-03,-9.27E-03,0.832,0.146,-0.587,4.364,0.244,-0.244,1.98E+02,1.85E+01,-1.85E+01,1.39,1.50E-01,-1.00E-01,626,,,36.38,11.55,-7.85,11.4,4,4,q1_q17_dr25_tce,5435,109,-109,4.495,0.063,-0.077,0.873,0.09,-0.068,290.97342,45.290321,14.779
8950568,K02038.04,Kepler-85 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,25.2149143,3.99E-04,-3.99E-04,152.6912,1.56E-02,-1.56E-02,0.599,0.376,-0.389,5.76,0.514,-0.514,1.74E+02,2.38E+01,-2.38E+01,1.19,1.30E-01,-9.00E-02,559,,,23.05,7.31,-4.98,9.9,4,3,q1_q17_dr25_tce,5435,109,-109,4.495,0.063,-0.077,0.873,0.09,-0.068,290.97342,45.290321,14.779
8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,39.79220077,3.01E-05,-3.01E-05,175.250558,5.84E-04,-5.84E-04,0.019,0.336,-0.019,4.466,0.0216,-0.0216,6.10E+02,3.60E+00,-3.60E+00,1.9,8.00E-02,-7.00E-02,458,,,10.38,1.54,-1.37,179.5,4,1,q1_q17_dr25_tce,5437,73,-81,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705
7841925,K01499.01,Kepler-865 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.16400071,2.47E-05,-2.47E-05,140.58934,1.34E-03,-1.34E-03,0.027,0.367,-0.027,4.3031,0.0479,-0.0479,7.28E+02,1.08E+01,-1.08E+01,2.35,5.10E-01,-3.40E-01,694,,,54.95,36.73,-19.42,71.5,3,1,q1_q17_dr25_tce,5440,162,-162,4.438,0.144,-0.192,0.885,0.193,-0.129,297.72427,43.527431,14.48
7841925,K01499.03,Kepler-865 c,CONFIRMED,CANDIDATE,0.464,0,0,0,0,6.20920207,4.79E-05,-4.79E-05,136.87938,7.11E-03,-7.11E-03,0.272,0.189,-0.272,2.637,0.17,-0.17,1.02E+02,9.20E+00,-9.20E+00,0.89,1.90E-01,-1.30E-01,914,,,164.98,110.29,-58.3,12.1,3,2,q1_q17_dr25_tce,5440,162,-162,4.438,0.144,-0.192,0.885,0.193,-0.129,297.72427,43.527431,14.48
11709244,K01832.01,Kepler-325 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.544436472,6.76E-06,-6.76E-06,134.90159,1.27E-03,-1.27E-03,0.731,0.162,-0.494,1.8141,0.0444,-0.0444,8.79E+02,2.41E+01,-2.41E+01,3,3.40E-01,-2.50E-01,1017,,,253.48,79.06,-52.84,42.5,3,1,q1_q17_dr25_tce,5445,81,-81,4.458,0.072,-0.096,0.937,0.105,-0.078,289.83542,49.82563,15.009
11709244,K01832.02,Kepler-325 c,CONFIRMED,CANDIDATE,0.974,0,0,0,0,12.76220558,5.55E-05,-5.55E-05,143.73026,3.91E-03,-3.91E-03,0.955,0.012,-0.729,2.0688,0.0823,-0.0823,6.54E+02,4.34E+01,-4.34E+01,3.18,3.50E-01,-2.70E-01,721,,,63.86,19.92,-13.31,17.4,3,2,q1_q17_dr25_tce,5445,81,-81,4.458,0.072,-0.096,0.937,0.105,-0.078,289.83542,49.82563,15.009
11709244,K01832.03,Kepler-325 d,CONFIRMED,CANDIDATE,0.999,0,0,0,0,38.7149617,2.51E-04,-2.51E-04,134.0313,5.00E-03,-5.00E-03,0.691,0.053,-0.494,3.441,0.164,-0.164,6.95E+02,4.63E+01,-4.63E+01,2.62,3.00E-01,-2.10E-01,498,,,14.55,4.53,-3.04,16.2,3,3,q1_q17_dr25_tce,5445,81,-81,4.458,0.072,-0.096,0.937,0.105,-0.078,289.83542,49.82563,15.009
6209677,K01750.01,Kepler-948 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,7.76845639,4.11E-05,-4.11E-05,138.06602,4.03E-03,-4.03E-03,0.353,0.124,-0.353,3.689,0.128,-0.128,2.18E+02,1.02E+01,-1.02E+01,1.35,1.50E-01,-1.00E-01,841,,,118.09,36.6,-21.63,23.6,2,1,q1_q17_dr25_tce,5447,81,-81,4.481,0.053,-0.098,0.917,0.102,-0.063,293.30023,41.523338,14.8
10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.48803557,2.78E-05,-2.78E-05,170.53875,2.16E-03,-2.16E-03,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,6.16E+02,1.95E+01,-1.95E+01,2.26,2.60E-01,-1.50E-01,793,,,93.59,29.45,-16.65,35.8,2,1,q1_q17_dr25_tce,5455,81,-81,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,54.4183827,2.48E-04,-2.48E-04,162.51384,3.52E-03,-3.52E-03,0.586,0.059,-0.443,4.507,0.116,-0.116,8.75E+02,3.55E+01,-3.55E+01,2.83,3.20E-01,-1.90E-01,443,,,9.11,2.87,-1.62,25.8,2,2,q1_q17_dr25_tce,5455,81,-81,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347
7604328,K02458.01,Kepler-1245 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.35407371,2.04E-05,-2.04E-05,132.85695,3.94E-03,-3.94E-03,0.734,0.208,-0.532,2.427,0.104,-0.104,2.77E+02,1.61E+01,-1.61E+01,1.63,3.90E-01,-2.50E-01,1043,,,279.53,199.23,-103.12,19,2,2,q1_q17_dr25_tce,5455,162,-162,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404
7604328,K02458.02,Kepler-1245 c,CONFIRMED,CANDIDATE,1,0,0,0,0,2.936587946,9.20E-06,-9.20E-06,133.03618,2.62E-03,-2.62E-03,0.863,0.006,-0.6,1.8952,0.0773,-0.0773,2.80E+02,1.56E+01,-1.56E+01,1.77,4.10E-01,-2.80E-01,1190,,,473.18,337.27,-174.56,20.1,2,1,q1_q17_dr25_tce,5455,162,-162,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404
6381846,K00509.01,Kepler-171 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.16696628,4.07E-06,-4.07E-06,169.715517,7.44E-04,-7.44E-04,0.022,0.315,-0.022,2.7535,0.0249,-0.0249,8.78E+02,1.22E+01,-1.22E+01,2.74,3.40E-01,-2.20E-01,1053,,,291.34,97.66,-59.91,80.1,3,1,q1_q17_dr25_tce,5456,81,-81,4.45,0.072,-0.096,0.943,0.115,-0.077,296.77191,41.755539,14.883
6381846,K00509.02,Kepler-171 c,CONFIRMED,CANDIDATE,1,0,0,0,0,11.46347165,1.71E-05,-1.71E-05,137.38521,1.24E-03,-1.24E-03,0.103,0.302,-0.103,2.599,0.0396,-0.0396,1.05E+03,2.01E+01,-2.01E+01,3,3.70E-01,-2.40E-01,752,,,75.57,25.34,-15.54,56.5,3,2,q1_q17_dr25_tce,5456,81,-81,4.45,0.072,-0.096,0.943,0.115,-0.077,296.77191,41.755539,14.883
6381846,K00509.03,Kepler-171 d,CONFIRMED,CANDIDATE,0,0,0,0,0,39.6034,2.69E-04,-2.69E-04,168.07114,5.32E-03,-5.32E-03,0.166,0.294,-0.166,6.487,0.15,-0.15,5.73E+02,2.31E+01,-2.31E+01,2.22,2.70E-01,-1.80E-01,497,,,14.47,4.84,-2.98,25.8,3,3,q1_q17_dr25_tce,5456,81,-81,4.45,0.072,-0.096,0.943,0.115,-0.077,296.77191,41.755539,14.883
5791986,K00413.01,Kepler-151 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.22895514,2.09E-05,-2.09E-05,176.56001,1.10E-03,-1.10E-03,0.777,0.086,-0.548,2.5967,0.0414,-0.0414,1.12E+03,1.99E+01,-1.99E+01,3,6.40E-01,-2.80E-01,639,,,39.4,26.14,-10.67,63.8,2,1,q1_q17_dr25_tce,5456,164,-164,4.562,0.045,-0.135,0.812,0.175,-0.075,292.16278,41.023239,14.769
5791986,K00413.02,Kepler-151 c,CONFIRMED,CANDIDATE,1,0,0,0,0,24.67458244,8.15E-05,-8.15E-05,146.77261,2.51E-03,-2.51E-03,0.817,0.096,-0.565,3.2648,0.0828,-0.0828,6.51E+02,2.22E+01,-2.22E+01,2.33,5.00E-01,-2.20E-01,544,,,20.71,13.74,-5.61,31.9,2,2,q1_q17_dr25_tce,5456,164,-164,4.562,0.045,-0.135,0.812,0.175,-0.075,292.16278,41.023239,14.769
8612275,K02111.01,Kepler-360 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.289726319,8.63E-06,-8.63E-06,131.75522,2.11E-03,-2.11E-03,0.052,0.391,-0.052,2.3274,0.0662,-0.0662,2.35E+02,9.90E+00,-9.90E+00,1.37,1.60E-01,-8.00E-02,1116,,,367.18,122.47,-60.02,27,2,1,q1_q17_dr25_tce,5463,82,-73,4.492,0.045,-0.098,0.91,0.11,-0.055,286.28473,44.781551,14.866
8612275,K02111.02,Kepler-360 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.18644594,1.93E-05,-1.93E-05,136.62345,2.37E-03,-2.37E-03,0.892,0.022,-0.644,1.4972,0.0637,-0.0637,4.02E+02,2.04E+01,-2.04E+01,2.19,2.70E-01,-1.30E-01,860,,,129.48,43.19,-21.16,23.8,2,2,q1_q17_dr25_tce,5463,82,-73,4.492,0.045,-0.098,0.91,0.11,-0.055,286.28473,44.781551,14.866
6850504,K00070.01,Kepler-20 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.85409593,4.98E-06,-4.98E-06,138.608031,3.78E-04,-3.78E-04,0.422,0.034,-0.358,3.7768,0.0204,-0.0204,1.03E+03,4.50E+00,-4.50E+00,2.99,3.30E-01,-2.70E-01,765,,,80.88,26.8,-19.06,252.8,5,1,q1_q17_dr25_tce,5465,109,-109,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
6850504,K00070.02,Kepler-20 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.696121272,2.39E-06,-2.39E-06,134.5014,5.40E-04,-5.40E-04,0.016,0.371,-0.016,2.463,0.0181,-0.0181,3.83E+02,3.30E+00,-3.30E+00,1.78,1.90E-01,-1.60E-01,1095,,,340.33,112.79,-80.17,130,5,2,q1_q17_dr25_tce,5465,109,-109,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
6850504,K00070.03,Kepler-20 d,CONFIRMED,CANDIDATE,0.563,0,0,0,0,77.6114427,1.54E-04,-1.54E-04,164.7292,1.68E-03,-1.68E-03,0.094,0.323,-0.094,7.1786,0.0563,-0.0563,8.15E+02,8.40E+00,-8.40E+00,2.59,2.90E-01,-2.30E-01,397,,,5.87,1.95,-1.38,100.5,5,3,q1_q17_dr25_tce,5465,109,-109,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
5480640,K02707.01,Kepler-399 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,58.0337426,2.48E-04,-2.48E-04,138.7412,3.21E-03,-3.21E-03,0.021,0.401,-0.021,5.584,0.107,-0.107,8.07E+02,2.42E+01,-2.42E+01,3.21,5.00E-01,-5.60E-01,486,,,13.17,5.52,-4.64,34.9,3,1,q1_q17_dr25_tce,5467,82,-73,4.271,0.18,-0.12,1.152,0.18,-0.2,299.50174,40.670799,14.467
5480640,K02707.02,Kepler-399 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,14.4252635,1.00E-04,-1.00E-04,136.75608,5.83E-03,-5.83E-03,0.013,0.464,-0.013,3.754,0.183,-0.183,2.21E+02,1.64E+01,-1.64E+01,1.68,2.60E-01,-2.90E-01,773,,,84.28,35.31,-29.74,15.2,3,3,q1_q17_dr25_tce,5467,82,-73,4.271,0.18,-0.12,1.152,0.18,-0.2,299.50174,40.670799,14.467
5480640,K02707.03,Kepler-399 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,26.6757818,1.19E-04,-1.19E-04,149.99527,4.02E-03,-4.02E-03,0.713,0.259,-0.508,2.696,0.119,-0.119,4.75E+02,2.64E+01,-2.64E+01,2.69,4.20E-01,-4.70E-01,630,,,37.15,15.56,-13.11,20,3,2,q1_q17_dr25_tce,5467,82,-73,4.271,0.18,-0.12,1.152,0.18,-0.2,299.50174,40.670799,14.467
9146018,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.9267215,1.16E-05,-1.16E-05,175.68671,9.12E-04,-9.12E-04,0.625,0.052,-0.452,3.8428,0.0379,-0.0379,7.26E+02,8.00E+00,-8.00E+00,2.76,3.80E-01,-2.30E-01,803,,,98.34,39.83,-21.78,97.3,3,1,q1_q17_dr25_tce,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08,287.91791,45.592869,14.129
9146018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.22349325,4.85E-05,-4.85E-05,170.37387,1.92E-03,-1.92E-03,0.794,0.066,-0.543,4.9416,0.0818,-0.0818,5.83E+02,1.04E+01,-1.04E+01,2.63,3.70E-01,-2.10E-01,623,,,35.69,14.46,-7.9,60.2,3,2,q1_q17_dr25_tce,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08,287.91791,45.592869,14.129
9146018,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,0.932,0,0,0,0,6.47027706,4.54E-05,-4.54E-05,136.50567,5.82E-03,-5.82E-03,0.732,0.212,-0.511,3.343,0.139,-0.139,1.17E+02,7.10E+00,-7.10E+00,1.15,1.60E-01,-1.00E-01,926,,,173.79,70.38,-38.5,18.3,3,3,q1_q17_dr25_tce,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08,287.91791,45.592869,14.129
5856571,K01839.01,Kepler-971 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.59068586,2.50E-05,-2.50E-05,132.68264,2.05E-03,-2.05E-03,0.359,0.075,-0.359,3.452,0.071,-0.071,5.45E+02,1.57E+01,-1.57E+01,3.93,2.28E+00,-2.28E+00,1087,,,329.34,606.17,-277.29,40,2,1,q1_q17_dr25_tce,5476,179,-146,3.904,0.693,-0.297,1.673,0.971,-0.971,284.09457,41.182819,13.237
8804283,K01276.01,Kepler-1991 c,CONFIRMED,CANDIDATE,1,0,0,0,0,22.79020351,6.88E-05,-6.88E-05,138.68515,2.57E-03,-2.57E-03,0.036,0.415,-0.036,5.0394,0.079,-0.079,6.18E+02,1.39E+01,-1.39E+01,2.57,3.60E-01,-3.60E-01,634,,,38.27,14.48,-11.44,47.7,2,1,q1_q17_dr25_tce,5478,82,-74,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766
8804283,K01276.02,Kepler-1991 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.26079792,9.80E-05,-9.80E-05,139.0988,5.54E-03,-5.54E-03,0.22,0.25,-0.22,3.912,0.169,-0.169,1.99E+02,1.24E+01,-1.24E+01,1.47,2.00E-01,-2.10E-01,760,,,78.79,29.8,-23.55,17.6,2,2,q1_q17_dr25_tce,5478,82,-74,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766
4831728,K02739.01,Kepler-1330 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.10773789,4.79E-05,-4.79E-05,135.1032,4.06E-03,-4.06E-03,0.151,0.299,-0.151,3.828,0.109,-0.109,2.95E+02,1.28E+01,-1.28E+01,1.98,3.30E-01,-3.90E-01,879,,,140.75,61.18,-55.29,25.3,2,1,q1_q17_dr25_tce,5480,82,-74,4.26,0.18,-0.12,1.174,0.191,-0.234,290.57672,39.95689,15.017
8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.57099265,4.02E-05,-4.02E-05,133.90704,1.96E-03,-1.96E-03,0.55,0.338,-0.348,2.9052,0.0575,-0.0575,6.45E+02,1.69E+01,-1.69E+01,2.03,4.30E-01,-1.50E-01,614,,,33.53,21.82,-7.88,40.9,2,1,q1_q17_dr25_tce,5483,166,-149,4.589,0.034,-0.136,0.779,0.164,-0.059,285.12204,44.1106,14.64
3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1,0,0,0,0,143.2063047,2.35E-04,-2.35E-04,154.23552,1.30E-03,-1.30E-03,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,1.06E+04,8.24E+01,-8.24E+01,8.9,8.20E-01,-3.80E-01,308,,,2.14,0.59,-0.35,138.8,5,2,q1_q17_dr25_tce,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.745,0,0,0,0,60.32494216,3.21E-05,-3.21E-05,243.892578,4.23E-04,-4.23E-04,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,2.03E+04,6.40E+01,-6.40E+01,12.19,1.11E+00,-5.20E-01,411,,,6.77,1.89,-1.09,347.2,5,1,q1_q17_dr25_tce,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,0,0,0,0,29.1598615,2.53E-04,-2.53E-04,150.69922,7.18E-03,-7.18E-03,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,4.88E+02,4.35E+01,-4.35E+01,1.91,2.00E-01,-7.00E-02,524,,,17.85,5.61,-2.68,11.6,5,,,5485,99,-112,4.556,0.014,-0.094,0.867,0.092,-0.034,285.28363,38.947281,15.403
2854181,K02232.01,Kepler-1810 b,CONFIRMED,CANDIDATE,1,0,0,0,0,101.1323475,5.88E-04,-5.88E-04,210.18316,4.43E-03,-4.43E-03,0.057,0.396,-0.057,4.366,0.136,-0.136,1.50E+03,6.19E+01,-6.19E+01,3.87,5.00E-01,-4.10E-01,380,,,4.91,1.73,-1.19,25.7,2,1,q1_q17_dr25_tce,5492,82,-74,4.389,0.105,-0.095,1.016,0.131,-0.108,291.81302,38.088181,15.331
10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,56.4758069,1.28E-04,-1.28E-04,143.81128,1.87E-03,-1.87E-03,0.862,0.019,-0.587,5.961,0.169,-0.169,1.09E+03,1.67E+01,-1.67E+01,3.22,2.50E-01,-1.40E-01,417,,,7.14,1.61,-0.96,70,3,1,q1_q17_dr25_tce,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279
10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE,1,0,0,0,0,92.8747294,4.96E-04,-4.96E-04,145.93535,3.77E-03,-3.77E-03,0.917,0.017,-0.629,7.474,0.217,-0.217,6.59E+02,1.82E+01,-1.82E+01,2.64,2.10E-01,-1.10E-01,353,,,3.68,0.83,-0.5,37.9,3,2,q1_q17_dr25_tce,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279
10004738,K01598.03,Kepler-310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.93068791,7.53E-05,-7.53E-05,134.42851,4.09E-03,-4.09E-03,0.912,0.008,-0.629,2.312,0.117,-0.117,1.87E+02,1.38E+01,-1.38E+01,1.4,1.10E-01,-6.00E-02,665,,,46.19,10.38,-6.25,14.9,3,3,q1_q17_dr25_tce,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279
10878263,K00341.01,Kepler-414 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.170710381,7.06E-06,-7.06E-06,176.666844,7.47E-04,-7.47E-04,0.188,0.237,-0.188,2.9225,0.0301,-0.0301,8.63E+02,1.05E+01,-1.05E+01,2.73,3.20E-01,-2.60E-01,890,,,148.09,51.74,-35.38,89.3,2,1,q1_q17_dr25_tce,5497,109,-98,4.437,0.09,-0.09,0.941,0.11,-0.09,297.96155,48.244362,13.338
10878263,K00341.02,Kepler-414 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.699652821,8.48E-06,-8.48E-06,177.61519,1.36E-03,-1.36E-03,0.135,0.298,-0.135,2.553,0.0457,-0.0457,3.51E+02,9.40E+00,-9.40E+00,1.74,2.00E-01,-1.70E-01,1024,,,260.54,91.02,-62.25,41.6,2,2,q1_q17_dr25_tce,5497,109,-98,4.437,0.09,-0.09,0.941,0.11,-0.09,297.96155,48.244362,13.338
9597345,K00711.01,Kepler-218 c,CONFIRMED,CANDIDATE,0.483,0,0,0,0,44.6996563,1.15E-04,-1.15E-04,174.82144,1.94E-03,-1.94E-03,0.472,0.021,-0.431,6.2289,0.071,-0.071,8.38E+02,1.23E+01,-1.23E+01,3.05,4.70E-01,-3.20E-01,500,,,14.81,6.52,-3.89,71.3,3,1,q1_q17_dr25_tce,5497,109,-109,4.394,0.09,-0.11,1.046,0.161,-0.111,295.41281,46.266472,13.967
9597345,K00711.02,Kepler-218 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,3.619309734,6.75E-06,-6.75E-06,135.44164,1.57E-03,-1.57E-03,0.116,0.343,-0.116,3.0504,0.0489,-0.0489,2.07E+02,5.00E+00,-5.00E+00,1.47,2.30E-01,-1.50E-01,1156,,,422.53,186.05,-110.91,47.4,3,2,q1_q17_dr25_tce,5497,109,-109,4.394,0.09,-0.11,1.046,0.161,-0.111,295.41281,46.266472,13.967
9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,0.772,0,0,0,0,124.5245224,5.54E-04,-5.54E-04,254.17788,3.39E-03,-3.39E-03,0.004,0.411,-0.004,9.654,0.115,-0.115,6.90E+02,1.48E+01,-1.48E+01,2.69,4.10E-01,-2.90E-01,356,,,3.78,1.66,-0.99,47.5,3,3,q1_q17_dr25_tce,5497,109,-109,4.394,0.09,-0.11,1.046,0.161,-0.111,295.41281,46.266472,13.967
8934103,K04009.01,Kepler-1538 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,175.13892,2.58E-03,-2.58E-03,296.03778,9.94E-03,-9.94E-03,0.07,0.386,-0.07,10.767,0.346,-0.346,6.35E+02,3.79E+01,-3.79E+01,3.06,4.50E-01,-5.90E-01,346,,,3.39,1.33,-1.31,17.9,2,1,q1_q17_dr25_tce,5497,83,-74,4.243,0.176,-0.108,1.241,0.181,-0.241,283.3457,45.27446,15.245
10723367,K02236.01,Kepler-375 c,CONFIRMED,CANDIDATE,1,0,0,0,0,19.9865916,1.29E-04,-1.29E-04,135.52265,5.43E-03,-5.43E-03,0.962,0.023,-0.665,4.391,0.324,-0.324,6.48E+02,3.52E+01,-3.52E+01,4.22,6.90E-01,-8.40E-01,720,,,63.67,27.73,-24.94,21.8,2,1,q1_q17_dr25_tce,5500,82,-71,4.218,0.195,-0.12,1.238,0.202,-0.247,288.61792,48.098412,15.699
10723367,K02236.02,Kepler-375 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,12.12580644,7.96E-05,-7.96E-05,142.10763,6.01E-03,-6.01E-03,0.805,0.153,-0.593,3.289,0.177,-0.177,3.28E+02,2.53E+01,-2.53E+01,2.5,4.10E-01,-5.00E-01,851,,,123.78,53.9,-48.48,14,2,2,q1_q17_dr25_tce,5500,82,-71,4.218,0.195,-0.12,1.238,0.202,-0.247,288.61792,48.098412,15.699
9828127,K04192.01,Kepler-1564 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.0541469,1.48E-04,-1.48E-04,147.7943,7.31E-03,-7.31E-03,0.175,0.285,-0.175,4.587,0.171,-0.171,2.83E+02,1.62E+01,-1.62E+01,1.51,1.80E-01,-9.00E-02,635,,,38.57,12.86,-6.29,19.3,2,1,q1_q17_dr25_tce,5505,74,-82,4.501,0.038,-0.105,0.909,0.113,-0.052,290.58612,46.642689,15.004
7115785,K00672.01,Kepler-209 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.08786246,2.47E-05,-2.47E-05,172.81384,1.27E-03,-1.27E-03,0.824,0.045,-0.574,3.095,0.042,-0.042,6.13E+02,1.04E+01,-1.04E+01,2.56,3.10E-01,-2.10E-01,668,,,47.17,17.03,-10.12,63.7,3,2,q1_q17_dr25_tce,5506,110,,4.473,0.064,-0.096,0.914,0.111,-0.074,291.16953,42.640808,13.998
7115785,K00672.02,Kepler-209 c,CONFIRMED,CANDIDATE,1,0,0,0,0,41.74938613,6.62E-05,-6.62E-05,153.84636,1.26E-03,-1.26E-03,0.226,0.203,-0.226,5.6098,0.0573,-0.0573,1.06E+03,1.16E+01,-1.16E+01,2.94,3.50E-01,-2.40E-01,486,,,13.22,4.77,-2.84,95,3,1,q1_q17_dr25_tce,5506,110,0,4.473,0.064,-0.096,0.914,0.111,-0.074,291.16953,42.640808,13.998
