pl_name,hostname,k2_name,epic_hostname,default_flag,disposition,disp_refname,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 212297394 c,EPIC 212297394,K2-304 c,EPIC 212297394,1,CONFIRMED,de Leon et al. 2021,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,5.213965,0.000442,-0.000442,0,,,,,2.27,0.19,-0.14,0,,,,,,,,,,,,,,,,,,866,27,-37,0,0,,,,,2.62,0.11,-0.11,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0,-0.03,0.15,-0.16,0,[Fe/H],4.55,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,207.2061241,-17.6098985,418.395,7.353,-7.107,14.611,0.114,-0.114,12.186,0.023,-0.023,14.1864,0.000391,-0.000391,8/23/21,2021-08,8/23/21
K2-165 b,K2-165,K2-165 b,EPIC 201528828,1,CONFIRMED,Mayo et al. 2018,3,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.354992,0.000246,-0.000261,0,,,,,1.274,0.145,-0.097,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5185,50,-50,0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0,-0.05,0.08,-0.08,0,[Fe/H],4.46,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,184.9004881,0.968327,134.591,1.2,-1.178,11.332,0.027,-0.027,9.536,0.016,-0.016,11.3272,0.001389,-0.001389,2/14/18,2018-03,2/15/18
K2-165 c,K2-165,K2-165 c,EPIC 201528828,1,CONFIRMED,Mayo et al. 2018,3,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.382745,0.000514,-0.000536,0,,,,,1.554,0.209,-0.11,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5185,50,-50,0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0,-0.05,0.08,-0.08,0,[Fe/H],4.46,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,184.9004881,0.968327,134.591,1.2,-1.178,11.332,0.027,-0.027,9.536,0.016,-0.016,11.3272,0.001389,-0.001389,2/14/18,2018-03,2/15/18
K2-165 d,K2-165,K2-165 d,EPIC 201528828,1,CONFIRMED,Mayo et al. 2018,3,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,14.101361,0.001146,-0.001065,0,,,,,2.648,0.253,-0.148,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5185,50,-50,0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0,-0.05,0.08,-0.08,0,[Fe/H],4.46,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,184.9004881,0.968327,134.591,1.2,-1.178,11.332,0.027,-0.027,9.536,0.016,-0.016,11.3272,0.001389,-0.001389,2/14/18,2018-03,2/15/18
K2-198 b,K2-198,K2-198 b,EPIC 212768333,0,CONFIRMED,Mayo et al. 2018,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,17.04354,0.00026,-0.00025,0,,,,,4.28,0.23,-0.36,0,,,,,,,,,,,,,,,,,,,,,,0,0.2737,0.004,-0.004,0,2.9592,0.0528,-0.072,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.8,0.04,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,198.8436817,-6.4649888,110.567,0.874,-0.86,10.971,0.015,-0.015,9.228,0.021,-0.021,10.9955,0.001421,-0.001421,9/5/19,2019-09,9/5/19
K2-198 d,K2-198,K2-198 d,EPIC 212768333,0,CONFIRMED,Hedges et al. 2019,3,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.44976,0.00015,-0.00016,0,,,,,2.82,0.22,-0.32,0,,,,,,,,,,,,,,,,,,,,,,0,0.1082,0.0019,-0.002,0,3.0024,0.0864,-0.132,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.8,0.04,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,198.8436817,-6.4649888,110.567,0.874,-0.86,10.971,0.015,-0.015,9.228,0.021,-0.021,10.9955,0.001421,-0.001421,9/5/19,2019-09,9/5/19
K2-229 c,K2-229,K2-229 c,EPIC 228801451,0,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,8.32801,0.000405,-0.000391,0,,,,,2.165,0.457,-0.178,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5231,50,-50,0,0.8,0.03,-0.02,0,0.86,0.02,-0.03,0,-0.03,0.08,-0.08,0,[Fe/H],4.59,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,186.8729195,-6.7218474,102.564,1.093,-1.07,10.985,0.017,-0.017,9.05,0.023,-0.023,10.7861,0.001541,-0.001541,7/12/18,2018-03,2/15/18
K2-268 c,K2-268,K2-268 c,EPIC 211413752,0,CONFIRMED,Livingston et al. 2018,5,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,9.33155684,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.134,1426.191,-1426.191,0,3.95,0.474,-0.474,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5035.99,120.99,-125,0,0.8,0.06,-0.04,0,0.84,0.12,-0.09,0,0.085,0.037,-0.037,0,[M/H],4.55,0.1,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.7094899,11.8482712,327.783,3.236,-3.175,13.848,0.114,-0.114,11.639,0.023,-0.023,13.5627,0.000175,-0.000175,12/21/16,2016-10,12/21/16
K2-268 c,K2-268,K2-268 c,EPIC 211413752,0,CONFIRMED,Livingston et al. 2018,5,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,9.325,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0923,,,0,2.87688,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5035.99,120.99,-125,0,0.8,0.06,-0.04,0,0.84,0.12,-0.09,0,0.085,0.037,-0.037,0,[M/H],4.55,0.1,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.7094899,11.8482712,327.783,3.236,-3.175,13.848,0.114,-0.114,11.639,0.023,-0.023,13.5627,0.000175,-0.000175,7/18/16,2016-10,7/18/16
K2-58 b,K2-58,K2-58 b,EPIC 206026904,0,CONFIRMED,Crossfield et al. 2016,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.052475,0.000161,-0.000158,0,,,,,2.594,0.284,-0.129,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134,50,-50,0,0.8,0.03,-0.02,0,0.86,0.02,-0.03,0,0.11,0.08,-0.08,0,[Fe/H],4.54,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,333.8218395,-14.049857,181.746,1.435,-1.413,12.415,0.057,-0.057,10.215,0.021,-0.021,12.1319,0.000424,-0.000424,2/14/18,2018-03,2/15/18
K2-58 c,K2-58,K2-58 c,EPIC 206026904,0,CONFIRMED,Crossfield et al. 2016,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.537071,0.000096,-0.000093,0,,,,,1.625,0.258,-0.087,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134,50,-50,0,0.8,0.03,-0.02,0,0.86,0.02,-0.03,0,0.11,0.08,-0.08,0,[Fe/H],4.54,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,333.8218395,-14.049857,181.746,1.435,-1.413,12.415,0.057,-0.057,10.215,0.021,-0.021,12.1319,0.000424,-0.000424,2/14/18,2018-03,2/15/18
K2-58 d,K2-58,K2-58 d,EPIC 206026904,0,CONFIRMED,Crossfield et al. 2016,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,22.88159,0.002118,-0.002222,0,,,,,1.752,0.196,-0.093,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134,50,-50,0,0.8,0.03,-0.02,0,0.86,0.02,-0.03,0,0.11,0.08,-0.08,0,[Fe/H],4.54,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,333.8218395,-14.049857,181.746,1.435,-1.413,12.415,0.057,-0.057,10.215,0.021,-0.021,12.1319,0.000424,-0.000424,2/14/18,2018-03,2/15/18
K2-8 b,K2-8,K2-8 b,EPIC 201445392,0,CONFIRMED,Montet et al. 2015,2,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,10.3535,0.0015,-0.0015,0,0.0877,0.0021,-0.0021,0,3.32,0.5,-0.5,0,,,,,,,,,,,,,,52,12,-12,0,,,,,0,,,,,2.43,0.29,-0.29,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5147,213,-213,0,0.8,0.06,-0.06,0,0.84,0.06,-0.06,0,,,,,,4.56,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,169.7935178,-0.2844389,403.513,11.6715,-11.6715,14.801,0.32,-0.32,12.245,0.03,-0.03,14.3358,0.000396,-0.000396,7/14/16,2016-09,7/18/16
K2-8 c,K2-8,K2-8 c,EPIC 201445392,0,CONFIRMED,Sinukoff et al. 2016,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.06408,0.00093,-0.00093,0,0.0545,0.0013,-0.0013,0,2.44,0.35,-0.35,0,,,,,,,,,,,,,,135,31,-31,0,,,,,0,,,,,1.7,0.26,-0.26,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5147,213,-213,0,0.8,0.06,-0.06,0,0.84,0.06,-0.06,0,,,,,,4.56,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,169.7935178,-0.2844389,403.513,11.6715,-11.6715,14.801,0.32,-0.32,12.245,0.03,-0.03,14.3358,0.000396,-0.000396,7/14/16,2016-09,7/18/16
K2-19 b,K2-19,K2-19 b,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,7.91943,0.00007,-0.00007,0,0.0735,0.0013,-0.0013,0,7.11,0.81,-0.81,0,,,,,,,,,,,,,,,,,,913,48,-48,0,1,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5519,49,-82,0,0.81,0.09,-0.05,0,0.84,0.04,-0.04,0,-0.27,0.1,-0.1,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,7/6/16,2015-08,7/16/15
K2-19 c,K2-19,K2-19 c,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,11.90691,0.00037,-0.00037,0,0.0965,0.0017,-0.0017,0,4.31,0.49,-0.49,0,,,,,,,,,,,,,,,,,,797,42,-42,0,1,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5519,49,-82,0,0.81,0.09,-0.05,0,0.84,0.04,-0.04,0,-0.27,0.1,-0.1,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,7/6/16,2015-08,7/16/15
EPIC 206024342 b,EPIC 206024342,K2-299 b,EPIC 206024342,0,CONFIRMED,Heller et al. 2019,3,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.50717,0.00042,-0.00041,0,,,,,1.44,0.2,-0.18,0,,,,,,,,,,,,,,,,,,,,,,0,0.0267,0.0018,-0.0019,0,2.184,0.144,-0.168,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.82,0.1,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,331.2771441,-14.1218019,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,12.9682,0.000384,-0.000384,9/5/19,2019-09,9/5/19
EPIC 206024342 d,EPIC 206024342,K2-299 d,EPIC 206024342,0,CONFIRMED,Adams et al. 2021,3,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.6435,0.0011,-0.001,0,,,,,2.52,0.34,-0.38,0,,,,,,,,,,,,,,,,,,,,,,0,0.0872,0.0031,-0.0031,0,4.008,0.144,-0.216,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.82,0.1,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,331.2771441,-14.1218019,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,12.9682,0.000384,-0.000384,9/5/19,2019-09,9/5/19
K2-172 b,K2-172,K2-172 b,EPIC 206082454,0,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.3181,0.0017,-0.0016,0,,,,,1.69,0.24,-0.28,0,,,,,,,,,,,,,,,,,,,,,,0,0.0375,0.002,-0.0021,0,3.84,0.192,-0.288,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.82,0.1,-0.06,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,335.3081368,-12.5569819,249.742,2.942,-2.876,12.5,0.08,-0.08,10.661,0.019,-0.019,12.2809,0.000235,-0.000235,9/5/19,2019-09,9/5/19
K2-172 c,K2-172,K2-172 c,EPIC 206082454,0,CONFIRMED,Mayo et al. 2018,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,29.6245,0.0016,-0.0015,0,,,,,3.02,0.39,-0.3,0,,,,,,,,,,,,,,,,,,,,,,0,0.1302,0.0026,-0.0027,0,4.992,0.12,-0.12,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.82,0.1,-0.06,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,335.3081368,-12.5569819,249.742,2.942,-2.876,12.5,0.08,-0.08,10.661,0.019,-0.019,12.2809,0.000235,-0.000235,9/5/19,2019-09,9/5/19
K2-19 b,K2-19,K2-19 b,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.919454,0.00004,-0.000042,0,,,,,6.67,0.37,-0.42,0,,,,,,,,,,,,,,,,,,,,,,1,0.6673,0.0051,-0.005,0,3.2616,0.036,-0.036,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.82,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,9/5/19,2019-09,9/5/19
K2-19 b,K2-19,K2-19 b,EPIC 201505350,1,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,7.9222,0.0001,-0.0001,0,,,,,7,0.2,-0.2,0,32.4,1.7,-1.7,0,0.10194,0.00535,-0.00535,0,Mass,0.2,0.03,-0.03,0,,,,,,,,,1,,,,,,,,,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,,5322,100,-100,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.06,0.05,-0.05,0,[Fe/H],4.51,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,1/31/22,2020-01,1/31/22
K2-19 c,K2-19,K2-19 c,EPIC 201505350,1,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,11.8993,0.0008,-0.0008,0,,,,,4.1,0.2,-0.2,0,10.8,0.6,-0.6,0,0.03398,0.00189,-0.00189,0,Mass,0.21,0.03,-0.03,0,,,,,,,,,1,,,,,,,,,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,,5322,100,-100,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.06,0.05,-0.05,0,[Fe/H],4.51,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,1/31/22,2020-01,1/31/22
K2-19 c,K2-19,K2-19 c,EPIC 201505350,0,CONFIRMED,Dai et al. 2016,3,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,23.81486,0.0005,-0.00055,0,,,,,4.1,0.24,-0.36,0,,,,,,,,,,,,,,,,,,,,,,1,0.2325,0.004,-0.0042,0,3.7848,0.0744,-0.096,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.82,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,9/5/19,2019-09,9/5/19
K2-19 d,K2-19,K2-19 d,EPIC 201505350,1,CONFIRMED,Dai et al. 2016,3,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,2.5081,0.0002,-0.0002,0,,,,,1.11,0.05,-0.05,0,10,,,1,0.03146,,,1,Mass,,,,,,,,,,,,,1,,,,,,,,,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,,5322,100,-100,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.06,0.05,-0.05,0,[Fe/H],4.51,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,174.9602543,0.603596,289.827,5.68,-5.469,13.024,0.092,-0.092,11.161,0.026,-0.026,12.8153,0.000455,-0.000455,1/31/22,2020-01,1/31/22
